Date,Open,High,Low,Close,Volume,Adj Close
2011-12-30,403.51001,406.280006,403.490009,405.000004,44915500,54.102226
2011-12-29,403.399994,405.650005,400.509995,405.120007,53994500,54.118257
2011-12-28,406.890007,408.250011,401.34,402.640003,57165500,53.786964
2011-12-27,403.099987,409.090004,403.020012,406.529999,66269000,54.306612
2011-12-23,399.690002,403.590012,399.489998,403.330006,67349800,53.879138
2011-12-22,397.000008,399.12999,396.099987,398.550003,50589700,53.240598
2011-12-21,396.689987,397.299988,392.009987,396.450008,65737000,52.960069
2011-12-20,387.76001,396.099987,387.259998,395.949997,84303800,52.893274
2011-12-19,382.470009,384.85001,380.480003,382.210003,58882600,51.057807
2011-12-16,380.360001,384.149994,379.569996,381.019989,105369600,50.898838
2011-12-15,383.330002,383.739998,378.309994,378.939995,64050000,50.620981
2011-12-14,386.700012,387.380001,377.679993,380.19001,101721900,50.787965
2011-12-13,392.999996,395.399998,387.099995,388.809994,84732200,51.939472
2011-12-12,391.679993,393.89999,389.450008,391.839996,75266800,52.344237
2011-12-09,392.850006,394.039993,391.029991,393.62001,74248300,52.582021
2011-12-08,391.450001,395.50,390.23,390.659996,94089100,52.186606
2011-12-07,389.929993,390.940002,386.759987,389.09,76186600,51.976877
2011-12-06,392.509998,394.629993,389.379993,390.949989,70899500,52.225345
2011-12-05,393.489994,396.410007,390.390003,393.01001,89302500,52.500534
2011-12-02,389.82999,393.629997,388.580002,389.700001,94763900,52.058364
2011-12-01,382.539997,389.000011,380.749996,387.93,96795300,51.821917
2011-11-30,381.290009,382.279991,378.300007,382.199989,101484600,51.056469
2011-11-29,375.840004,378.830006,370.200008,373.199997,93963800,49.854199
2011-11-28,372.349991,376.719997,370.329998,376.12001,86603300,50.244271
2011-11-25,368.419994,371.14999,363.320011,363.570004,63690200,48.567769
2011-11-23,374.509987,375.840004,366.880013,366.990002,107067800,49.024632
2011-11-22,371.02,377.930012,370.939999,376.510006,102255300,50.296369
2011-11-21,370.400013,371.679989,365.910004,369.009995,111995100,49.294474
2011-11-18,378.919994,379.990005,374.880009,374.94001,92984500,50.08664
2011-11-17,383.980003,384.57999,375.499996,377.41,119975100,50.416595
2011-11-16,389.250004,391.140007,384.320011,384.770008,87302600,51.399787
2011-11-15,380.800011,389.499996,379.449993,388.829994,107702700,51.942143
2011-11-14,383.519993,385.249992,378.200005,379.260002,108226300,50.663729
2011-11-11,386.609997,388.700005,380.259998,384.619991,163446500,51.379747
2011-11-10,397.029995,397.209999,382.150002,385.220005,186188100,51.4599
2011-11-09,396.969994,400.890003,394.230011,395.279995,139671000,52.803772
2011-11-08,402.210007,407.999992,401.560005,406.229992,100110500,54.266535
2011-11-07,399.910007,399.999996,396.130001,399.730003,67568900,53.398229
2011-11-04,402.030003,403.439995,399.160004,400.240002,75557300,53.466358
2011-11-03,399.069988,403.399994,395.359997,403.07,110346600,53.844405
2011-11-02,400.090012,400.440006,395.110004,397.410004,81837700,53.08831
2011-11-01,397.410004,399.500011,393.220001,396.51001,132947500,52.968084
2011-10-31,402.419998,409.330009,401.050007,404.779999,96375300,54.072837
2011-10-28,403.000011,406.349995,402.509987,404.949989,80710700,54.095545
2011-10-27,407.560009,408.999989,401.889999,404.69001,123666200,54.060815
2011-10-26,401.76001,402.549988,393.150013,400.60001,114076200,53.51445
2011-10-25,405.029991,406.549999,397.37999,397.770012,107606800,53.136402
2011-10-24,396.179989,406.500011,395.399998,405.770008,125534500,54.205088
2011-10-21,398.100006,399.140003,390.750011,392.870007,155311100,52.481832
2011-10-20,399.999996,400.349991,394.210011,395.310009,137317600,52.807781
2011-10-19,401.349987,408.420002,397.799999,398.619991,276014900,53.249948
2011-10-18,421.759987,424.80999,415.990002,422.239998,220400600,56.405244
2011-10-17,421.740013,426.699993,415.939987,419.990013,171511200,56.104678
2011-10-14,416.829994,421.999992,415.270012,421.999992,143341800,56.373182
2011-10-13,404.980003,408.429989,402.849995,408.429989,106546300,54.560423
2011-10-12,407.340004,409.250008,400.139999,402.190006,155571500,53.726851
2011-10-11,392.57,403.179989,391.499989,400.289989,151421900,53.473035
2011-10-10,379.090012,388.809994,378.209991,388.809994,110628700,51.939472
2011-10-07,375.780003,377.739994,368.490009,369.799999,133864500,49.400007
2011-10-06,373.330013,384.779995,371.799992,377.369999,203145600,50.411252
2011-10-05,367.860008,379.819988,360.299995,378.249992,196617400,50.528806
2011-10-04,374.569988,381.800007,354.23999,372.500008,308419300,49.76069
2011-10-03,380.369987,382.639999,373.17001,374.600002,167274800,50.041219
2011-09-30,387.119995,388.889996,381.179993,381.319996,136910200,50.938915
2011-09-29,401.919987,402.210007,386.209988,390.570007,162771700,52.174584
2011-09-28,400.189987,403.740002,396.51001,397.009995,107409400,53.034875
2011-09-27,408.729996,409.250008,398.060005,399.260006,158124400,53.335444
2011-09-26,399.859993,403.980007,391.300011,403.170002,203219100,53.857764
2011-09-23,400.280003,406.73999,399.850006,404.299988,136569300,54.008714
